clip_id,sample_id,session_id,material_english,material_chinese,class_id,force_n,split,slice_mode,phase,source_start_epoch,source_end_epoch,source_duration_s,window_stride_s,stretch_factor,stored_duration_s,audio_path,tactile_path,video_path
brass_000056,VisTouch_brass_f3_r1_v1_idle01,brass_f3_r1_v1,brass,黄铜,0,3,train,idle,idle,1607151147.2500,1607151147.7500,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000056.wav,dataset/tactile/brass/brass_tactile_000056.csv,dataset/video/brass/brass_video_000056.avi
brass_000057,VisTouch_brass_f3_r1_v1_idle01,brass_f3_r1_v1,brass,黄铜,0,3,train,idle,idle,1607151147.4000,1607151147.9000,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000057.wav,dataset/tactile/brass/brass_tactile_000057.csv,dataset/video/brass/brass_video_000057.avi
brass_000058,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151147.9200,1607151148.4200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000058.wav,dataset/tactile/brass/brass_tactile_000058.csv,dataset/video/brass/brass_video_000058.avi
brass_000059,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151148.0700,1607151148.5700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000059.wav,dataset/tactile/brass/brass_tactile_000059.csv,dataset/video/brass/brass_video_000059.avi
brass_000060,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151148.2200,1607151148.7200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000060.wav,dataset/tactile/brass/brass_tactile_000060.csv,dataset/video/brass/brass_video_000060.avi
brass_000061,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151148.3700,1607151148.8700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000061.wav,dataset/tactile/brass/brass_tactile_000061.csv,dataset/video/brass/brass_video_000061.avi
brass_000062,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151148.5200,1607151149.0200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000062.wav,dataset/tactile/brass/brass_tactile_000062.csv,dataset/video/brass/brass_video_000062.avi
brass_000063,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151148.6700,1607151149.1700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000063.wav,dataset/tactile/brass/brass_tactile_000063.csv,dataset/video/brass/brass_video_000063.avi
brass_000064,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151148.8200,1607151149.3200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000064.wav,dataset/tactile/brass/brass_tactile_000064.csv,dataset/video/brass/brass_video_000064.avi
brass_000065,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151148.9700,1607151149.4700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000065.wav,dataset/tactile/brass/brass_tactile_000065.csv,dataset/video/brass/brass_video_000065.avi
brass_000066,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151149.1200,1607151149.6200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000066.wav,dataset/tactile/brass/brass_tactile_000066.csv,dataset/video/brass/brass_video_000066.avi
brass_000067,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151149.2700,1607151149.7700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000067.wav,dataset/tactile/brass/brass_tactile_000067.csv,dataset/video/brass/brass_video_000067.avi
brass_000068,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151149.4200,1607151149.9200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000068.wav,dataset/tactile/brass/brass_tactile_000068.csv,dataset/video/brass/brass_video_000068.avi
brass_000069,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151149.5700,1607151150.0700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000069.wav,dataset/tactile/brass/brass_tactile_000069.csv,dataset/video/brass/brass_video_000069.avi
brass_000070,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151149.7200,1607151150.2200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000070.wav,dataset/tactile/brass/brass_tactile_000070.csv,dataset/video/brass/brass_video_000070.avi
brass_000071,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151149.8700,1607151150.3700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000071.wav,dataset/tactile/brass/brass_tactile_000071.csv,dataset/video/brass/brass_video_000071.avi
brass_000072,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151150.0200,1607151150.5200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000072.wav,dataset/tactile/brass/brass_tactile_000072.csv,dataset/video/brass/brass_video_000072.avi
brass_000073,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151150.1700,1607151150.6700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000073.wav,dataset/tactile/brass/brass_tactile_000073.csv,dataset/video/brass/brass_video_000073.avi
brass_000074,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151150.3200,1607151150.8200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000074.wav,dataset/tactile/brass/brass_tactile_000074.csv,dataset/video/brass/brass_video_000074.avi
brass_000075,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151150.4700,1607151150.9700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000075.wav,dataset/tactile/brass/brass_tactile_000075.csv,dataset/video/brass/brass_video_000075.avi
brass_000076,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151150.6200,1607151151.1200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000076.wav,dataset/tactile/brass/brass_tactile_000076.csv,dataset/video/brass/brass_video_000076.avi
brass_000077,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151150.7700,1607151151.2700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000077.wav,dataset/tactile/brass/brass_tactile_000077.csv,dataset/video/brass/brass_video_000077.avi
brass_000078,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151150.9200,1607151151.4200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000078.wav,dataset/tactile/brass/brass_tactile_000078.csv,dataset/video/brass/brass_video_000078.avi
brass_000079,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151151.0700,1607151151.5700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000079.wav,dataset/tactile/brass/brass_tactile_000079.csv,dataset/video/brass/brass_video_000079.avi
brass_000080,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151151.2200,1607151151.7200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000080.wav,dataset/tactile/brass/brass_tactile_000080.csv,dataset/video/brass/brass_video_000080.avi
brass_000081,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151151.3700,1607151151.8700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000081.wav,dataset/tactile/brass/brass_tactile_000081.csv,dataset/video/brass/brass_video_000081.avi
brass_000082,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151151.5200,1607151152.0200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000082.wav,dataset/tactile/brass/brass_tactile_000082.csv,dataset/video/brass/brass_video_000082.avi
brass_000083,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151151.6700,1607151152.1700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000083.wav,dataset/tactile/brass/brass_tactile_000083.csv,dataset/video/brass/brass_video_000083.avi
brass_000084,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151151.8200,1607151152.3200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000084.wav,dataset/tactile/brass/brass_tactile_000084.csv,dataset/video/brass/brass_video_000084.avi
brass_000085,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151151.9700,1607151152.4700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000085.wav,dataset/tactile/brass/brass_tactile_000085.csv,dataset/video/brass/brass_video_000085.avi
brass_000086,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151152.1200,1607151152.6200,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000086.wav,dataset/tactile/brass/brass_tactile_000086.csv,dataset/video/brass/brass_video_000086.avi
brass_000087,VisTouch_brass_f3_r1_v1_seg01a,brass_f3_r1_v1,brass,黄铜,0,3,train,half,rise,1607151152.2700,1607151152.7700,0.500,0.150,4.0,2.000,dataset/audio/brass/brass_audio_000087.wav,dataset/tactile/brass/brass_tactile_000087.csv,dataset/video/brass/brass_video_000087.avi
